-43.85 0.0029
24.83 0.0000
47.42 15.7460
73.07 0.0031
173.76 0.0572
342.18 0.0000
350.67 0.0000
353.01 0.0000
386.35 0.0000
530.36 0.1796
536.84 0.0000
540.11 0.0000
560.00 0.0000
651.00 3.3058
730.44 1.4158
732.31 0.0000
740.51 0.0000
762.70 70.6612
826.21 0.0597
846.49 0.0000
912.01 0.0000
912.45 0.0000
938.44 0.0000
1078.75 0.2598
1086.15 0.0000
1090.53 0.0000
1143.41 13.0115
1249.71 0.0000
1261.41 0.0000
1268.31 0.9375
1320.98 0.2121
1350.99 26.3946
1365.58 0.0000
1407.01 1.6855
1469.36 0.0000
1497.69 0.0000
1549.12 0.0000
1657.34 0.0000
3202.56 0.0000
3202.96 19.1822
3243.90 0.8923
3244.23 0.0000
