-54.84 0.0000
-40.02 18.9044
48.85 0.0000
67.21 0.0000
93.09 0.0000
244.86 2.4106
256.66 11.9028
367.70 24.0313
371.81 0.0000
390.27 0.0000
400.03 745.2120
471.34 10.2296
509.54 0.8797
512.95 0.0000
553.50 25.0547
572.60 0.0000
587.83 0.0000
671.02 0.0000
707.67 37.4082
726.42 0.0000
739.79 1.5334
751.88 2.3883
760.73 0.0000
813.05 0.0000
860.84 19.1716
904.02 0.0000
904.81 14.3550
928.08 0.0000
936.50 2282.8737
949.72 65.4734
1078.29 0.0000
1085.47 0.0000
1108.71 73.8802
1162.77 0.0000
1175.99 51653.2758
1239.82 27676.4769
1249.55 0.0000
1256.04 0.0000
1267.98 20606.7057
1333.09 0.0000
1337.52 539904.0478
1349.60 58.1142
1398.54 0.0000
1411.90 0.0000
1440.54 53455.8789
1449.79 14.0311
1529.77 2922.8063
1541.87 0.0000
1553.99 0.0000
1634.29 53909.6937
3197.85 373.4495
3198.03 0.0000
3236.52 0.0000
3236.91 1505.5372
