-41.44 0.0041
31.79 9.0407
34.71 0.0000
74.78 0.0075
134.98 0.0329
300.96 0.0000
327.10 0.0000
361.26 0.0000
364.59 0.0000
463.47 0.0000
466.14 0.0000
486.33 0.0678
532.98 0.0043
584.45 0.0000
607.11 0.0000
615.90 0.1477
698.36 0.0000
771.68 0.0000
776.45 1.4083
781.09 0.0000
831.01 0.0020
846.37 0.0000
854.02 0.0000
900.03 0.0000
901.29 0.0000
1002.68 4.3883
1023.51 0.0000
1100.32 3.3378
1150.61 0.0062
1188.57 0.0000
1229.46 0.0138
1237.80 0.0000
1248.83 0.0000
1264.23 0.9354
1305.84 0.0000
1334.66 0.0193
1346.37 0.0000
1389.13 0.0000
1395.26 25.6830
1470.71 0.0000
1546.41 0.2619
1572.29 0.0000
1581.57 2.5537
1628.33 0.0000
3194.81 0.0000
3195.10 4.7426
3230.92 0.7443
3230.98 0.0000
