-43.85 0.0000
24.83 14.6721
47.42 0.0000
73.07 0.0000
173.76 0.0000
342.18 0.0000
350.67 2378.3053
353.01 3.7637
386.35 14.9111
530.36 0.0000
536.84 455227.4493
540.11 111.1457
560.00 486.3327
651.00 0.0000
730.44 0.0000
732.31 0.0000
740.51 2.2155
762.70 0.0000
826.21 0.0000
846.49 248.5312
912.01 1192.8099
912.45 0.0000
938.44 342.5168
1078.75 0.0000
1086.15 6309.9682
1090.53 1048209.4623
1143.41 0.0000
1249.71 15045252.7160
1261.41 7168763.6945
1268.31 0.0000
1320.98 0.0000
1350.99 0.0000
1365.58 6028.2922
1407.01 0.0000
1469.36 31455.7139
1497.69 85975.2708
1549.12 0.0000
1657.34 35706405.6599
3202.56 21.0560
3202.96 0.0000
3243.90 0.0000
3244.23 7202.7322
