-66.62 0.0001
-58.01 0.0174
-38.80 0.2305
26.08 0.0000
69.68 0.0000
86.06 2.4046
149.55 0.1943
290.88 0.0000
342.75 0.0000
431.63 0.0000
480.70 0.0578
516.77 0.0000
516.99 0.0000
546.55 0.0971
579.18 6.8153
653.32 0.7751
711.01 0.0000
772.55 0.0000
812.54 0.2115
816.11 0.0132
916.57 0.0000
1000.38 0.0000
1001.54 0.1080
1011.12 0.0000
1021.34 0.0000
1092.83 0.0010
1125.19 0.0219
1140.54 0.0000
1161.62 0.1012
1165.85 0.0000
1215.78 0.0001
1253.46 0.0000
1285.76 0.4642
1293.17 0.0000
1311.28 0.0000
1319.76 0.0000
1320.67 0.0345
1326.40 0.8143
1363.76 0.3248
1377.45 2.2775
1406.87 0.0000
1420.53 4.2391
1437.94 0.1272
1438.68 0.0000
1590.46 0.0000
1595.66 0.0000
2960.41 1.8978
2961.80 0.0000
2973.33 0.0000
2973.86 2.3092
3095.59 0.0000
3096.15 0.7372
3118.66 1.6459
3119.57 0.0000
