-66.62 0.0000
-58.01 0.0000
-38.80 0.0000
26.08 4.3742
69.68 257.5511
86.06 0.0000
149.55 0.0000
290.88 0.6850
342.75 34.6750
431.63 822.2553
480.70 0.0000
516.77 1232.1587
516.99 1.6260
546.55 0.0000
579.18 0.0000
653.32 0.0000
711.01 6.4621
772.55 103.1211
812.54 0.0000
816.11 0.0000
916.57 25.7641
1000.38 58.8704
1001.54 0.0000
1011.12 1226.2973
1021.34 8.3506
1092.83 0.0000
1125.19 0.0000
1140.54 2492.9225
1161.62 0.0000
1165.85 6.0090
1215.78 0.0000
1253.46 9843.1697
1285.76 0.0000
1293.17 7600.2800
1311.28 107845.9014
1319.76 1.5538
1320.67 0.0000
1326.40 0.0000
1363.76 0.0000
1377.45 0.0000
1406.87 34.8310
1420.53 0.0000
1437.94 0.0000
1438.68 468.4451
1590.46 452.4927
1595.66 307123.0575
2960.41 0.0000
2961.80 1744.7937
2973.33 178.9372
2973.86 0.0000
3095.59 239.1159
3096.15 0.0000
3118.66 0.0000
3119.57 497.6486
