-54.84 0.0040
-40.02 0.0000
48.85 0.0076
67.21 7.7859
93.09 0.0181
244.86 0.0000
256.66 0.0000
367.70 0.0000
371.81 0.0000
390.27 0.0856
400.03 0.0000
471.34 0.0000
509.54 0.0000
512.95 0.2594
553.50 0.0000
572.60 0.0000
587.83 0.0126
671.02 4.4168
707.67 0.0000
726.42 0.0272
739.79 0.0000
751.88 0.0000
760.73 1.4008
813.05 0.0000
860.84 0.0000
904.02 0.0000
904.81 0.0000
928.08 0.7838
936.50 0.0000
949.72 0.0000
1078.29 0.0010
1085.47 0.3355
1108.71 0.0000
1162.77 0.0308
1175.99 0.0000
1239.82 0.0000
1249.55 1.5531
1256.04 6.1738
1267.98 0.0000
1333.09 0.0246
1337.52 0.0000
1349.60 0.0000
1398.54 0.0700
1411.90 4.6773
1440.54 0.0000
1449.79 0.0000
1529.77 0.0000
1541.87 0.2195
1553.99 0.0051
1634.29 0.0000
3197.85 0.0000
3198.03 0.0059
3236.52 1.5481
3236.91 0.0000
