1.028		-43.10919819      0.65171444E+00      0.77187733E-01  -42.4575
1.078  		-43.15968892      0.62967537E+00      0.64570147E-01 -42.53
1.128		-43.17760726      0.60257771E+00      0.51758580E-01 -42.575
1.178  		-43.17291221      0.57383863E+00      0.41129640E-01 -42.5991
1.228  		-43.15258607      0.54493094E+00      0.32716188E-01 -42.6077
1.278   	-43.12169497      0.51660487E+00      0.26055479E-01 -42.6051
1.328  		-43.08383376      0.48912383E+00      0.20742101E-01 -42.5947
