       0.0000000       0.0000000
       0.1300130       0.0000000
       0.2600260       0.0000000
       0.3900390       0.0000000
       0.5200520       0.0000000
       0.6500650       0.0000000
       0.7800780       0.0000000
       0.9100910       0.0000000
       1.0401040       0.0000000
       1.1701170       0.0000000
       1.3001300       0.0000000
       1.4301430       0.0000000
       1.5601560       0.0000000
       1.6901690       0.0000000
       1.8201820       0.0000000
       1.9501950       0.0000000
       2.0802080       0.0000000
       2.2102210       0.0000000
       2.3402340       0.0000000
       2.4702470       0.0000000
       2.6002600       0.0000000
       2.7302730       0.0000000
       2.8602860       0.0000000
       2.9902990       0.0000000
       3.1203120       0.0000000
       3.2503250       0.0000000
       3.3803380       0.0000000
       3.5103510       0.0000000
       3.6403640       0.0000000
       3.7703770       0.0000000
       3.9003900       0.0000000
       4.0304030       0.0000000
       4.1604160       0.0000000
       4.2904290       0.0000000
       4.4204420       0.0000000
       4.5504550       0.0000000
       4.6804680       0.0000000
       4.8104810       0.0000000
       4.9404940       0.0000000
       5.0705071       0.0000000
       5.2005201       0.0000000
       5.3305331       0.0000000
       5.4605461       0.0000001
       5.5905591       0.0000001
       5.7205721       0.0000001
       5.8505851       0.0000001
       5.9805981       0.0000001
       6.1106111       0.0000001
       6.2406241       0.0000001
       6.3706371       0.0000001
       6.5006501       0.0000001
       6.6306631       0.0000001
       6.7606761       0.0000001
       6.8906891       0.0000002
       7.0207021       0.0000002
       7.1507151       0.0000002
       7.2807281       0.0000002
       7.4107411       0.0000002
       7.5407541       0.0000003
       7.6707671       0.0000003
       7.8007801       0.0000003
       7.9307931       0.0000003
       8.0608061       0.0000004
       8.1908191       0.0000004
       8.3208321       0.0000005
       8.4508451       0.0000005
       8.5808581       0.0000005
       8.7108711       0.0000006
       8.8408841       0.0000006
       8.9708971       0.0000007
       9.1009101       0.0000008
       9.2309231       0.0000008
       9.3609361       0.0000009
       9.4909491       0.0000010
       9.6209621       0.0000010
       9.7509751       0.0000011
       9.8809881       0.0000012
      10.0110011       0.0000013
      10.1410141       0.0000014
      10.2710271       0.0000015
      10.4010401       0.0000016
      10.5310531       0.0000018
      10.6610661       0.0000019
      10.7910791       0.0000020
      10.9210921       0.0000022
      11.0511051       0.0000023
      11.1811181       0.0000025
      11.3111311       0.0000027
      11.4411441       0.0000029
      11.5711571       0.0000031
      11.7011701       0.0000033
      11.8311831       0.0000035
      11.9611961       0.0000037
      12.0912091       0.0000039
      12.2212221       0.0000042
      12.3512351       0.0000044
      12.4812481       0.0000047
      12.6112611       0.0000050
      12.7412741       0.0000053
      12.8712871       0.0000056
      13.0013001       0.0000059
      13.1313131       0.0000062
      13.2613261       0.0000065
      13.3913391       0.0000069
      13.5213521       0.0000072
      13.6513651       0.0000076
      13.7813781       0.0000080
      13.9113911       0.0000084
      14.0414041       0.0000088
      14.1714171       0.0000092
      14.3014301       0.0000096
      14.4314431       0.0000101
      14.5614561       0.0000105
      14.6914691       0.0000110
      14.8214821       0.0000115
      14.9514951       0.0000119
      15.0815082       0.0000124
      15.2115212       0.0000129
      15.3415342       0.0000134
      15.4715472       0.0000139
      15.6015602       0.0000144
      15.7315732       0.0000149
      15.8615862       0.0000154
      15.9915992       0.0000160
      16.1216122       0.0000165
      16.2516252       0.0000170
      16.3816382       0.0000175
      16.5116512       0.0000181
      16.6416642       0.0000186
      16.7716772       0.0000191
      16.9016902       0.0000196
      17.0317032       0.0000201
      17.1617162       0.0000206
      17.2917292       0.0000211
      17.4217422       0.0000216
      17.5517552       0.0000221
      17.6817682       0.0000225
      17.8117812       0.0000230
      17.9417942       0.0000234
      18.0718072       0.0000239
      18.2018202       0.0000243
      18.3318332       0.0000247
      18.4618462       0.0000251
      18.5918592       0.0000254
      18.7218722       0.0000258
      18.8518852       0.0000261
      18.9818982       0.0000264
      19.1119112       0.0000267
      19.2419242       0.0000269
      19.3719372       0.0000272
      19.5019502       0.0000274
      19.6319632       0.0000276
      19.7619762       0.0000277
      19.8919892       0.0000279
      20.0220022       0.0000280
      20.1520152       0.0000281
      20.2820282       0.0000281
      20.4120412       0.0000282
      20.5420542       0.0000282
      20.6720672       0.0000282
      20.8020802       0.0000281
      20.9320932       0.0000281
      21.0621062       0.0000280
      21.1921192       0.0000278
      21.3221322       0.0000277
      21.4521452       0.0000275
      21.5821582       0.0000273
      21.7121712       0.0000271
      21.8421842       0.0000268
      21.9721972       0.0000266
      22.1022102       0.0000263
      22.2322232       0.0000260
      22.3622362       0.0000257
      22.4922492       0.0000253
      22.6222622       0.0000249
      22.7522752       0.0000245
      22.8822882       0.0000241
      23.0123012       0.0000237
      23.1423142       0.0000233
      23.2723272       0.0000228
