    0.0000    0.0000
    0.1000   34.8290
    0.2000   65.4721
    0.3000   90.3807
    0.4000  111.4004
    0.5000  131.5076
    0.6000  151.3732
    0.7000  168.7826
    0.8000  181.1926
    0.9000  187.9311
    1.0000  189.9494
    1.0500  190.6718
    1.1000  192.6927
    1.1500  195.6226
    1.2000  198.9528
    1.2500  202.1954
    1.3000  204.9875
    1.3500  207.1349
    1.4000  208.5961
    1.4500  209.4231
    1.5000  209.6883
    1.5707  205.8274
    1.6414  197.1976
    1.7121  187.4594
    1.7828  177.9887
    1.8536  168.9295
    1.9243  160.1374
    1.9950  151.7420
    2.0657  144.4051
    2.1364  139.2400
    2.2071  137.3596
    2.2937  137.0911
    2.3803  135.6347
    2.4669  131.4689
    2.5535  123.1205
    2.6401  109.9054
    2.7267   92.1658
    2.8133   71.0383
    2.8999   47.9458
    2.9865   24.0602
    3.0731    0.0000
    3.0731    0.0000
    2.9865   24.0602
    2.8999   47.9458
    2.8133   71.0383
    2.7267   92.1658
    2.6401  109.9054
    2.5535  123.1205
    2.4669  131.4689
    2.3803  135.6347
    2.2937  137.0911
    2.2071  137.3596
    2.1364  141.9436
    2.0657  154.4116
    1.9950  171.8626
    1.9243  191.3247
    1.8536  210.4804
    1.7828  227.7133
    1.7121  241.9516
    1.6414  252.5139
    1.5707  258.9925
    1.5000  261.1740
    1.4500  250.7332
    1.4000  240.9465
    1.3500  231.7632
    1.3000  223.0770
    1.2500  214.8353
    1.2000  207.1405
    1.1500  200.3010
    1.1000  194.8049
    1.0500  191.2060
    1.0000  189.9494
    0.9000  187.9311
    0.8000  181.1926
    0.7000  168.7826
    0.6000  151.3732
    0.5000  131.5076
    0.4000  111.4004
    0.3000   90.3807
    0.2000   65.4721
    0.1000   34.8290
    0.0000    0.0000
    0.0000    0.0000
    0.1000   53.8111
    0.2000  103.6242
    0.3000  147.7663
    0.4000  187.4512
    0.5000  224.9136
    0.6000  260.7010
    0.7000  292.7968
    0.8000  318.0507
    0.9000  333.9788
    1.0000  339.3855
    1.0500  338.3847
    1.1000  335.3955
    1.1500  330.4654
    1.2000  323.6994
    1.2500  315.2861
    1.3000  305.5152
    1.3500  294.7732
    1.4000  283.5110
    1.4500  272.1831
    1.5000  261.1740
    1.5707  265.0411
    1.6414  273.3794
    1.7121  281.6944
    1.7828  287.5486
    1.8536  289.9811
    1.9243  289.0791
    1.9950  285.7703
    2.0657  281.5644
    2.1364  278.1425
    2.2071  276.8330
    2.2937  275.8463
    2.3803  272.1352
    2.4669  263.8243
    2.5535  248.7813
    2.6401  225.4528
    2.7267  193.3299
    2.8133  153.0031
    2.8999  105.9416
    2.9865   54.1724
    3.0731    0.0000
